id,tier,primary,p_primary,secondary,self_contained,needs_figure
lc1655,fallback,leetcode.bit-manipulation,0.42,,0.93,0.03
lc1657,fallback,leetcode.hash-maps,0.93,,0.95,0.03
lc1658,fallback,leetcode.prefix-sums,0.93,leetcode.hash-maps,0.94,0.03
lc1659,fallback,leetcode.recursion,0.67,,0.91,0.2
lc1662,fallback,leetcode.arrays-strings,0.23,,0.96,0.03
lc1663,fallback,leetcode.greedy,0.91,,0.95,0.03
lc1664,fallback,leetcode.prefix-sums,0.9,,0.94,0.03
lc1665,fallback,leetcode.greedy,0.96,,0.93,0.03
lc1668,fallback,leetcode.arrays-strings,0.46,,0.94,0.03
lc1669,fallback,leetcode.linked-lists,0.97,,0.75,0.38
lc1671,fallback,leetcode.dp-lis,0.9,,0.93,0.05
lc1672,fallback,leetcode.arrays-strings,0.77,,0.95,0.03
lc1674,fallback,leetcode.prefix-sums,0.88,,0.92,0.03
lc1675,fallback,leetcode.greedy,0.49,,0.93,0.03
lc1678,fallback,leetcode.arrays-strings,0.28,,0.96,0.03
lc1679,fallback,leetcode.two-pointers,0.97,,0.93,0.03
lc1680,fallback,leetcode.math,0.33,,0.92,0.03
lc1681,fallback,leetcode.bit-manipulation,0.48,,0.93,0.03
lc1682,fallback,leetcode.recursion,0.67,,0.92,0.03
lc1684,fallback,leetcode.hash-maps,0.83,,0.95,0.02
lc1685,fallback,leetcode.prefix-sums,0.88,,0.94,0.03
lc1686,fallback,leetcode.greedy,0.91,,0.92,0.03
lc1687,fallback,leetcode.dp-1d,0.89,,0.92,0.05
lc1688,fallback,leetcode.math,0.66,,0.95,0.04
lc1689,fallback,leetcode.greedy,0.69,,0.93,0.03
lc1690,fallback,leetcode.recursion,0.55,,0.93,0.04
lc1691,fallback,leetcode.dp-lis,0.85,,0.92,0.09
lc1692,fallback,leetcode.dp-grid,0.47,,0.93,0.06
lc1694,fallback,leetcode.arrays-strings,0.9,,0.95,0.03
lc1695,fallback,leetcode.sliding-window,0.88,,0.93,0.03
lc1696,fallback,leetcode.dp-1d,0.84,,0.93,0.05
lc1697,fallback,leetcode.union-find,0.97,,0.93,0.22
lc1698,fallback,leetcode.hash-maps,0.67,,0.94,0.03
lc1700,fallback,leetcode.hash-maps,0.88,leetcode.arrays-strings,0.95,0.04
lc1701,fallback,leetcode.arrays-strings,0.9,,0.95,0.03
lc1702,fallback,leetcode.greedy,0.72,,0.93,0.03
lc1703,fallback,leetcode.prefix-sums,0.64,,0.91,0.04
lc1704,fallback,leetcode.arrays-strings,0.92,,0.96,0.03
lc1705,fallback,leetcode.greedy,0.86,,0.91,0.03
lc1706,fallback,leetcode.recursion,0.69,leetcode.arrays-strings,0.92,0.43
lc1707,core,leetcode.trie,0.91,,0.92,0.03
lc1708,fallback,leetcode.greedy,0.77,,0.93,0.03
lc1710,fallback,leetcode.greedy,0.98,,0.94,0.03
lc1711,fallback,leetcode.hash-maps,0.94,,0.91,0.03
lc1712,fallback,leetcode.prefix-sums,0.7,,0.93,0.03
lc1713,fallback,leetcode.dp-lis,0.86,,0.92,0.05
lc1714,fallback,leetcode.dp-1d,0.33,,0.93,0.03
lc1716,fallback,leetcode.math,0.93,,0.95,0.04
lc1717,fallback,leetcode.greedy,0.82,,0.94,0.08
lc1718,fallback,leetcode.backtracking,0.98,leetcode.recursion,0.92,0.04
lc1719,fallback,leetcode.greedy,0.27,,0.9,0.27
lc1720,fallback,leetcode.bit-manipulation,0.92,,0.92,0.03
lc1721,fallback,leetcode.linked-lists,0.7,leetcode.two-pointers;leetcode.fast-slow-pointers,0.83,0.06
lc1722,fallback,leetcode.union-find,0.95,,0.94,0.03
lc1723,fallback,leetcode.backtracking,0.95,leetcode.recursion,0.93,0.03
lc1725,fallback,leetcode.arrays-strings,0.89,,0.95,0.07
lc1726,fallback,leetcode.hash-maps,0.96,,0.9,0.03
lc1727,fallback,leetcode.greedy,0.63,,0.91,0.4
lc1728,fallback,leetcode.topological-sort,0.66,,0.8,0.12
lc1730,fallback,leetcode.graphs,0.89,,0.92,0.08
lc1732,fallback,leetcode.prefix-sums,0.91,,0.95,0.04
lc1733,fallback,leetcode.hash-maps,0.77,,0.92,0.05
lc1734,fallback,leetcode.bit-manipulation,0.95,,0.9,0.03
lc1736,fallback,leetcode.greedy,0.78,,0.93,0.03
lc1737,fallback,leetcode.prefix-sums,0.45,,0.94,0.03
lc1738,fallback,leetcode.prefix-sums,0.82,,0.92,0.06
lc1739,fallback,leetcode.math,0.47,,0.71,0.55
lc1740,fallback,leetcode.tree-dfs,0.93,leetcode.recursion,0.76,0.12
lc1742,fallback,leetcode.hash-maps,0.68,,0.95,0.04
lc1743,fallback,leetcode.hash-maps,0.43,,0.93,0.04
lc1744,fallback,leetcode.prefix-sums,0.92,,0.93,0.04
lc1745,fallback,leetcode.dp-intervals,0.72,,0.94,0.03
lc1746,fallback,leetcode.dp-1d,0.88,,0.92,0.03
lc1748,fallback,leetcode.hash-maps,0.97,,0.95,0.02
lc1749,fallback,leetcode.dp-1d,0.53,,0.92,0.03
lc1750,fallback,leetcode.two-pointers,0.97,leetcode.arrays-strings,0.95,0.03
lc1751,fallback,leetcode.recursion,0.52,,0.93,0.3
lc1752,core,leetcode.arrays-strings,0.89,,0.93,0.04
lc1753,fallback,leetcode.greedy,0.88,,0.95,0.03
lc1758,fallback,leetcode.arrays-strings,0.84,,0.95,0.03
lc1759,fallback,leetcode.arrays-strings,0.85,,0.94,0.03
lc1760,fallback,leetcode.binary-search,0.97,,0.94,0.04
lc1761,fallback,leetcode.hash-maps,0.19,,0.91,0.25
lc1762,fallback,leetcode.arrays-strings,0.54,,0.95,0.06
lc1763,fallback,leetcode.arrays-strings,0.82,,0.95,0.03
lc1764,fallback,leetcode.greedy,0.71,leetcode.arrays-strings,0.92,0.03
lc1765,fallback,leetcode.graphs,0.82,leetcode.islands,0.94,0.21
lc1766,fallback,leetcode.tree-dfs,0.91,,0.92,0.21
lc1768,core,leetcode.arrays-strings,0.71,,0.96,0.05
lc1769,fallback,leetcode.prefix-sums,0.82,,0.95,0.04
lc1770,fallback,leetcode.recursion,0.55,,0.93,0.03
lc1771,fallback,leetcode.dp-grid,0.45,,0.94,0.03
lc1772,fallback,leetcode.hash-maps,0.92,,0.95,0.02
lc1773,fallback,leetcode.arrays-strings,0.92,,0.96,0.02
lc1774,fallback,leetcode.subsets,0.78,leetcode.recursion,0.91,0.03
lc1775,fallback,leetcode.greedy,0.95,,0.94,0.03
lc1776,fallback,leetcode.stack,0.82,leetcode.monotonic-stack,0.92,0.06
lc1779,fallback,leetcode.arrays-strings,0.93,,0.96,0.05
lc1780,fallback,leetcode.math,0.92,,0.9,0.03
lc1781,fallback,leetcode.arrays-strings,0.88,leetcode.hash-maps,0.91,0.03
lc1782,fallback,leetcode.ordered-set,0.32,,0.9,0.26
lc1784,fallback,leetcode.arrays-strings,0.25,,0.95,0.03
lc1785,fallback,leetcode.greedy,0.72,,0.93,0.03
lc1786,fallback,leetcode.shortest-paths,0.42,,0.91,0.35
lc1787,fallback,leetcode.bit-manipulation,0.45,,0.89,0.04
lc1788,fallback,leetcode.prefix-sums,0.83,leetcode.hash-maps,0.93,0.04
lc1790,fallback,leetcode.arrays-strings,0.88,,0.95,0.03
lc1791,fallback,leetcode.hash-maps,0.23,,0.92,0.19
lc1792,fallback,leetcode.greedy,0.91,leetcode.top-k-elements,0.93,0.03
lc1793,fallback,leetcode.monotonic-stack,0.95,leetcode.stack,0.94,0.03
lc1794,fallback,leetcode.hash-maps,0.91,,0.88,0.04
lc1796,fallback,leetcode.arrays-strings,0.85,,0.95,0.03
lc1798,fallback,leetcode.greedy,0.95,,0.93,0.03
lc1800,fallback,leetcode.arrays-strings,0.91,,0.95,0.03
lc1801,fallback,leetcode.two-heaps,0.56,,0.89,0.04
lc1802,fallback,leetcode.binary-search,0.95,,0.94,0.04
lc1803,fallback,leetcode.trie,0.89,,0.93,0.04
lc1805,fallback,leetcode.arrays-strings,0.84,leetcode.hash-maps,0.95,0.03
lc1806,fallback,leetcode.math,0.52,,0.93,0.05
lc1807,fallback,leetcode.arrays-strings,0.81,leetcode.hash-maps,0.94,0.03
lc1808,fallback,leetcode.math,0.95,,0.82,0.03
lc1812,fallback,leetcode.math,0.85,,0.72,0.64
lc1813,fallback,leetcode.two-pointers,0.89,leetcode.arrays-strings,0.95,0.03
lc1814,fallback,leetcode.hash-maps,0.97,,0.94,0.02
lc1815,fallback,leetcode.recursion,0.59,,0.91,0.05
lc1816,fallback,leetcode.arrays-strings,0.48,,0.96,0.02
lc1817,fallback,leetcode.hash-maps,0.94,,0.95,0.03
lc1818,fallback,leetcode.ordered-set,0.48,,0.92,0.03
lc1819,fallback,leetcode.math,0.93,,0.87,0.27
lc1820,fallback,leetcode.graphs,0.51,,0.93,0.04
lc1822,fallback,leetcode.arrays-strings,0.82,,0.95,0.03
lc1823,fallback,leetcode.recursion,0.91,leetcode.math,0.94,0.06
lc1824,fallback,leetcode.dp-1d,0.66,,0.92,0.29
lc1826,fallback,leetcode.arrays-strings,0.82,,0.91,0.04
lc1827,fallback,leetcode.greedy,0.9,,0.95,0.03
lc1828,fallback,leetcode.arrays-strings,0.76,,0.95,0.25
lc1829,fallback,leetcode.bit-manipulation,0.96,,0.91,0.03
lc1832,fallback,leetcode.hash-maps,0.82,,0.95,0.02
lc1833,fallback,leetcode.greedy,0.94,,0.9,0.03
lc1834,core,leetcode.top-k-elements,0.71,,0.93,0.04
lc1835,fallback,leetcode.bit-manipulation,0.92,,0.92,0.03
lc1836,fallback,leetcode.hash-maps,0.96,leetcode.linked-lists,0.84,0.05
lc1837,fallback,leetcode.math,0.9,,0.95,0.03
lc1838,core,leetcode.binary-search,0.91,,0.93,0.03
lc1839,fallback,leetcode.arrays-strings,0.74,,0.94,0.03
lc1840,fallback,leetcode.arrays-strings,0.34,,0.91,0.22
lc1842,fallback,leetcode.two-pointers,0.32,,0.89,0.03
lc1844,fallback,leetcode.arrays-strings,0.96,,0.95,0.03
lc1848,fallback,leetcode.arrays-strings,0.92,,0.95,0.03
lc1849,fallback,leetcode.backtracking,0.95,leetcode.recursion;leetcode.tree-dfs,0.92,0.03
lc1850,fallback,leetcode.arrays-strings,0.27,,0.83,0.06
lc1851,core,leetcode.top-k-elements,0.43,,0.94,0.04
lc1852,fallback,leetcode.sliding-window,0.96,leetcode.hash-maps,0.94,0.03
lc1858,fallback,leetcode.trie,0.95,,0.94,0.03
lc1859,fallback,leetcode.arrays-strings,0.74,,0.95,0.03
lc1860,fallback,leetcode.arrays-strings,0.27,,0.95,0.03
lc1861,fallback,leetcode.arrays-strings,0.75,,0.91,0.21
lc1862,fallback,leetcode.prefix-sums,0.56,,0.92,0.03
lc1863,core,leetcode.subsets,0.84,leetcode.bit-manipulation,0.94,0.03
lc1866,fallback,leetcode.dp-grid,0.51,,0.93,0.06
lc1871,core,leetcode.dp-1d,0.9,leetcode.prefix-sums,0.94,0.04
lc1872,fallback,leetcode.dp-1d,0.87,,0.92,0.04
lc1874,fallback,leetcode.greedy,0.95,,0.94,0.03
lc1876,fallback,leetcode.sliding-window,0.92,leetcode.two-pointers,0.95,0.03
lc1877,fallback,leetcode.greedy,0.93,leetcode.two-pointers,0.94,0.03
lc1878,fallback,leetcode.arrays-strings,0.84,,0.69,0.66
lc1879,fallback,leetcode.bit-manipulation,0.48,,0.93,0.03
lc1880,fallback,leetcode.arrays-strings,0.84,,0.96,0.03
lc1881,fallback,leetcode.greedy,0.93,,0.93,0.03
lc1882,fallback,leetcode.top-k-elements,0.56,,0.93,0.04
lc1883,fallback,leetcode.dp-grid,0.55,,0.92,0.04
lc1884,fallback,leetcode.dp-1d,0.79,,0.93,0.04
lc1885,fallback,leetcode.two-pointers,0.95,,0.94,0.03
lc1886,fallback,leetcode.arrays-strings,0.76,,0.89,0.11
lc1887,fallback,leetcode.greedy,0.51,,0.93,0.03
lc1888,fallback,leetcode.sliding-window,0.66,,0.93,0.03
lc1889,fallback,leetcode.ordered-set,0.27,,0.93,0.04
lc1891,fallback,leetcode.binary-search,0.97,,0.93,0.04
lc1893,fallback,leetcode.prefix-sums,0.85,,0.95,0.03
lc1894,fallback,leetcode.arrays-strings,0.51,,0.95,0.03
lc1895,fallback,leetcode.prefix-sums,0.87,,0.92,0.09
lc1896,fallback,leetcode.stack,0.87,,0.88,0.03
lc1897,fallback,leetcode.hash-maps,0.96,,0.94,0.03
lc1898,fallback,leetcode.binary-search,0.96,,0.94,0.03
lc1899,core,leetcode.greedy,0.74,,0.95,0.03
lc1900,fallback,leetcode.recursion,0.7,,0.87,0.07
lc1901,core,leetcode.binary-search,0.58,,0.91,0.08
lc1902,fallback,leetcode.ordered-set,0.86,,0.91,0.09
lc1903,core,leetcode.arrays-strings,0.71,,0.95,0.03
lc1904,fallback,leetcode.math,0.6,,0.94,0.04
lc1905,fallback,leetcode.islands,0.97,leetcode.graphs,0.91,0.28
lc1906,fallback,leetcode.prefix-sums,0.77,,0.94,0.03
lc1908,fallback,leetcode.recursion,0.68,,0.94,0.03
lc1909,fallback,leetcode.arrays-strings,0.81,,0.95,0.03
lc1910,fallback,leetcode.arrays-strings,0.62,,0.95,0.03
lc1911,fallback,leetcode.dp-1d,0.91,,0.92,0.05
lc1913,fallback,leetcode.greedy,0.84,,0.94,0.03
lc1914,fallback,leetcode.arrays-strings,0.82,,0.6,0.69
lc1915,fallback,leetcode.bit-manipulation,0.93,leetcode.hash-maps;leetcode.prefix-sums,0.93,0.06
lc1916,fallback,leetcode.recursion,0.65,leetcode.tree-dfs,0.84,0.08
lc1918,fallback,leetcode.binary-search,0.94,,0.93,0.03
lc1920,fallback,leetcode.arrays-strings,0.91,,0.96,0.03
lc1923,fallback,leetcode.binary-search,0.87,,0.88,0.04
lc1924,fallback,leetcode.recursion,0.81,,0.79,0.12
lc1925,fallback,leetcode.arrays-strings,0.19,,0.94,0.03
lc1926,fallback,leetcode.graphs,0.85,,0.95,0.06
lc1927,fallback,leetcode.math,0.69,,0.92,0.03
lc1928,fallback,leetcode.shortest-paths,0.36,,0.92,0.06
lc1929,core,leetcode.arrays-strings,0.44,,0.95,0.03
lc1930,fallback,leetcode.arrays-strings,0.52,,0.93,0.03
lc1931,fallback,leetcode.dp-1d,0.31,,0.89,0.2
lc1933,fallback,leetcode.arrays-strings,0.91,,0.94,0.03
lc1935,fallback,leetcode.hash-maps,0.79,,0.95,0.03
lc1936,fallback,leetcode.greedy,0.86,,0.93,0.05
lc1937,fallback,leetcode.dp-1d,0.39,,0.94,0.17
lc1938,fallback,leetcode.trie,0.87,leetcode.bit-manipulation,0.92,0.08
lc1940,fallback,leetcode.hash-maps,0.9,,0.91,0.03
lc1941,fallback,leetcode.hash-maps,0.96,,0.95,0.02
lc1942,fallback,leetcode.top-k-elements,0.42,,0.93,0.04
lc1943,fallback,leetcode.prefix-sums,0.76,,0.92,0.08
lc1944,fallback,leetcode.monotonic-stack,0.93,leetcode.stack,0.95,0.07
lc1945,fallback,leetcode.arrays-strings,0.85,,0.96,0.03
lc1946,fallback,leetcode.greedy,0.92,,0.93,0.03
lc1947,fallback,leetcode.backtracking,0.95,leetcode.subsets;leetcode.recursion,0.95,0.03
lc1948,fallback,leetcode.trie,0.88,,0.87,0.24
lc1950,fallback,leetcode.monotonic-stack,0.96,leetcode.stack,0.94,0.03
lc1952,fallback,leetcode.math,0.39,,0.95,0.02
lc1953,fallback,leetcode.greedy,0.73,,0.94,0.04
lc1954,fallback,leetcode.math,0.76,,0.81,0.39
lc1955,fallback,leetcode.dp-1d,0.67,,0.92,0.07
lc1956,fallback,leetcode.top-k-elements,0.69,,0.89,0.09
lc1957,fallback,leetcode.arrays-strings,0.92,,0.95,0.03
lc1958,fallback,leetcode.arrays-strings,0.9,,0.8,0.43
lc1959,fallback,leetcode.dp-intervals,0.75,,0.94,0.04
lc1960,fallback,leetcode.dp-1d,0.18,,0.93,0.03
lc1961,fallback,leetcode.arrays-strings,0.89,,0.94,0.03
lc1962,fallback,leetcode.greedy,0.86,,0.95,0.03
lc1963,fallback,leetcode.greedy,0.68,,0.93,0.03
lc1964,fallback,leetcode.dp-lis,0.71,,0.92,0.04
lc1966,fallback,leetcode.arrays-strings,0.55,,0.89,0.04
lc1967,fallback,leetcode.arrays-strings,0.58,,0.95,0.02
lc1968,fallback,leetcode.greedy,0.63,,0.93,0.03
lc1970,fallback,leetcode.binary-search,0.94,leetcode.islands,0.91,0.24
lc1971,fallback,leetcode.graphs,0.98,,0.92,0.09
lc1974,fallback,leetcode.greedy,0.8,,0.95,0.1
lc1975,fallback,leetcode.greedy,0.79,,0.94,0.06
lc1976,core,leetcode.shortest-paths,0.9,,0.92,0.06
lc1977,fallback,leetcode.dp-grid,0.44,,0.88,0.03
lc1979,fallback,leetcode.math,0.95,,0.91,0.02
lc1980,fallback,leetcode.bit-manipulation,0.68,,0.94,0.03
lc1981,fallback,leetcode.dp-1d,0.43,,0.93,0.03
lc1983,fallback,leetcode.prefix-sums,0.96,leetcode.hash-maps,0.94,0.03
lc1984,fallback,leetcode.greedy,0.63,,0.93,0.03
lc1985,fallback,leetcode.top-k-elements,0.66,,0.93,0.03
lc1987,fallback,leetcode.dp-1d,0.68,,0.91,0.03
lc1989,fallback,leetcode.greedy,0.92,leetcode.two-pointers,0.94,0.04
lc1991,fallback,leetcode.prefix-sums,0.88,,0.96,0.03
lc1992,fallback,leetcode.arrays-strings,0.84,,0.93,0.11
lc1994,fallback,leetcode.bit-manipulation,0.48,,0.9,0.04
lc1995,fallback,leetcode.arrays-strings,0.64,,0.95,0.02
lc1996,fallback,leetcode.greedy,0.71,,0.95,0.03
lc1997,fallback,leetcode.dp-1d,0.92,,0.91,0.04
lc1998,fallback,leetcode.union-find,0.96,,0.87,0.03
lc1999,fallback,leetcode.tree-bfs,0.74,leetcode.graphs,0.91,0.03
lc2000,fallback,leetcode.arrays-strings,0.63,,0.96,0.03
lc2001,fallback,leetcode.hash-maps,0.94,,0.94,0.04
lc2002,fallback,leetcode.bit-manipulation,0.81,,0.94,0.03
lc2003,fallback,leetcode.tree-dfs,0.73,,0.92,0.09
lc2005,fallback,leetcode.math,0.72,,0.79,0.2
lc2006,fallback,leetcode.arrays-strings,0.84,,0.95,0.03
lc2008,fallback,leetcode.dp-1d,0.55,,0.92,0.05
lc2009,fallback,leetcode.ordered-set,0.4,,0.94,0.03
lc2011,fallback,leetcode.arrays-strings,0.91,,0.95,0.03
lc2012,fallback,leetcode.arrays-strings,0.52,,0.96,0.03
lc2014,fallback,leetcode.subsets,0.58,,0.92,0.04
lc2015,fallback,leetcode.prefix-sums,0.52,,0.91,0.09
lc2016,fallback,leetcode.greedy,0.67,leetcode.arrays-strings,0.95,0.03
lc2017,fallback,leetcode.prefix-sums,0.85,,0.92,0.19
lc2018,fallback,leetcode.arrays-strings,0.87,,0.91,0.4
lc2019,fallback,leetcode.dp-intervals,0.95,,0.87,0.16
lc2021,fallback,leetcode.prefix-sums,0.77,,0.93,0.06
lc2022,fallback,leetcode.arrays-strings,0.88,,0.95,0.05
lc2023,fallback,leetcode.arrays-strings,0.86,,0.95,0.02
lc2024,fallback,leetcode.sliding-window,0.9,leetcode.two-pointers,0.94,0.03
lc2025,fallback,leetcode.prefix-sums,0.91,leetcode.hash-maps,0.93,0.03
lc2027,fallback,leetcode.greedy,0.95,,0.96,0.03
lc2028,fallback,leetcode.math,0.52,,0.93,0.03
lc2029,fallback,leetcode.math,0.52,,0.91,0.03
lc2030,fallback,leetcode.monotonic-stack,0.81,leetcode.greedy;leetcode.stack,0.92,0.03
lc2031,fallback,leetcode.prefix-sums,0.46,,0.86,0.03
lc2032,fallback,leetcode.hash-maps,0.79,,0.94,0.03
lc2033,fallback,leetcode.greedy,0.74,,0.94,0.05
lc2035,core,leetcode.subsets,0.59,,0.92,0.04
lc2036,fallback,leetcode.dp-1d,0.87,,0.92,0.03
lc2037,fallback,leetcode.greedy,0.95,,0.94,0.03
lc2038,fallback,leetcode.arrays-strings,0.47,,0.94,0.04
lc2039,fallback,leetcode.graphs,0.79,,0.84,0.09
lc2040,fallback,leetcode.binary-search,0.95,,0.91,0.03
lc2042,fallback,leetcode.arrays-strings,0.91,,0.95,0.03
lc2044,fallback,leetcode.subsets,0.92,leetcode.recursion;leetcode.backtracking,0.94,0.03
lc2045,fallback,leetcode.graphs,0.6,,0.89,0.27
lc2046,fallback,leetcode.linked-lists,0.93,,0.8,0.05
lc2047,fallback,leetcode.arrays-strings,0.93,,0.95,0.03
lc2049,fallback,leetcode.tree-dfs,0.94,leetcode.recursion,0.91,0.14
lc2050,fallback,leetcode.topological-sort,0.94,,0.92,0.27
lc2052,fallback,leetcode.dp-1d,0.96,,0.94,0.06
lc2053,fallback,leetcode.hash-maps,0.97,,0.95,0.02
lc2054,fallback,leetcode.ordered-set,0.29,,0.93,0.21
lc2055,fallback,leetcode.prefix-sums,0.77,,0.94,0.06
lc2057,fallback,leetcode.arrays-strings,0.97,,0.96,0.03
lc2058,fallback,leetcode.linked-lists,0.71,,0.89,0.07
lc2059,fallback,leetcode.graphs,0.94,,0.94,0.03
lc2060,fallback,leetcode.dp-strings,0.86,leetcode.recursion,0.92,0.04
lc2061,fallback,leetcode.graphs,0.59,,0.9,0.22
lc2062,fallback,leetcode.arrays-strings,0.85,,0.94,0.06
lc2063,fallback,leetcode.math,0.46,,0.94,0.03
lc2064,fallback,leetcode.binary-search,0.97,,0.93,0.03
lc2067,fallback,leetcode.sliding-window,0.89,leetcode.hash-maps,0.94,0.03
lc2068,fallback,leetcode.hash-maps,0.97,,0.96,0.02
lc2070,fallback,leetcode.two-pointers,0.72,,0.95,0.03
lc2071,fallback,leetcode.binary-search,0.89,leetcode.greedy,0.93,0.03
lc2073,fallback,leetcode.arrays-strings,0.84,,0.94,0.05
lc2074,fallback,leetcode.in-place-reversal,0.91,leetcode.linked-lists,0.83,0.08
lc2075,fallback,leetcode.arrays-strings,0.93,,0.8,0.71
lc2076,fallback,leetcode.union-find,0.97,,0.95,0.1
lc2077,fallback,leetcode.hash-maps,0.52,,0.88,0.16
lc2078,fallback,leetcode.arrays-strings,0.87,,0.95,0.13
lc2079,fallback,leetcode.arrays-strings,0.95,,0.95,0.05
lc2081,fallback,leetcode.arrays-strings,0.61,,0.91,0.03
lc2083,fallback,leetcode.hash-maps,0.92,,0.95,0.03
lc2085,fallback,leetcode.hash-maps,0.98,,0.95,0.02
lc2086,fallback,leetcode.greedy,0.95,,0.95,0.07
lc2087,fallback,leetcode.greedy,0.75,,0.94,0.06
lc2088,fallback,leetcode.dp-grid,0.95,,0.82,0.48
lc2089,fallback,leetcode.arrays-strings,0.35,,0.95,0.02
lc2090,fallback,leetcode.sliding-window,0.95,,0.95,0.05
lc2091,fallback,leetcode.arrays-strings,0.57,,0.94,0.03
lc2092,fallback,leetcode.graphs,0.88,,0.93,0.04
lc2093,fallback,leetcode.shortest-paths,0.95,,0.91,0.06
lc2094,fallback,leetcode.hash-maps,0.67,,0.94,0.03
lc2095,core,leetcode.fast-slow-pointers,0.97,leetcode.linked-lists,0.83,0.21
lc2096,fallback,leetcode.tree-dfs,0.93,leetcode.recursion,0.84,0.12
lc2097,fallback,leetcode.recursion,0.34,,0.92,0.03
lc2098,fallback,leetcode.greedy,0.89,,0.93,0.03
lc2099,fallback,leetcode.greedy,0.72,,0.94,0.03
lc2100,fallback,leetcode.dp-1d,0.62,,0.95,0.03
lc2101,fallback,leetcode.graphs,0.95,,0.9,0.27
lc2103,fallback,leetcode.arrays-strings,0.62,,0.95,0.06
lc2104,core,leetcode.arrays-strings,0.86,,0.95,0.03
lc2105,fallback,leetcode.arrays-strings,0.9,leetcode.two-pointers,0.93,0.05
lc2106,fallback,leetcode.sliding-window,0.92,leetcode.two-pointers,0.92,0.07
lc2107,fallback,leetcode.sliding-window,0.94,leetcode.hash-maps,0.93,0.04
lc2108,fallback,leetcode.arrays-strings,0.82,,0.95,0.02
lc2109,fallback,leetcode.arrays-strings,0.92,leetcode.two-pointers,0.94,0.14
lc2110,fallback,leetcode.arrays-strings,0.82,,0.95,0.03
lc2111,fallback,leetcode.dp-lis,0.95,,0.9,0.04
lc2113,fallback,leetcode.math,0.57,,0.95,0.05
lc2114,fallback,leetcode.arrays-strings,0.81,,0.94,0.03
lc2115,fallback,leetcode.topological-sort,0.95,,0.91,0.03
lc2116,fallback,leetcode.greedy,0.8,,0.93,0.04
lc2117,fallback,leetcode.math,0.89,,0.76,0.07
lc2119,fallback,leetcode.math,0.91,,0.95,0.03
lc2120,fallback,leetcode.arrays-strings,0.94,,0.95,0.08
lc2121,fallback,leetcode.prefix-sums,0.42,,0.93,0.03
lc2122,fallback,leetcode.two-pointers,0.82,,0.93,0.03
lc2123,fallback,leetcode.graphs,0.2,,0.92,0.08
lc2124,fallback,leetcode.arrays-strings,0.26,,0.96,0.03
lc2125,fallback,leetcode.arrays-strings,0.76,,0.94,0.1
lc2126,fallback,leetcode.greedy,0.96,,0.94,0.03
lc2127,fallback,leetcode.graphs,0.39,,0.85,0.38
lc2128,fallback,leetcode.hash-maps,0.59,,0.93,0.07
lc2129,fallback,leetcode.arrays-strings,0.62,,0.97,0.02
lc2130,fallback,leetcode.arrays-strings,0.58,,0.87,0.06
lc2131,fallback,leetcode.hash-maps,0.94,,0.94,0.03
lc2132,fallback,leetcode.prefix-sums,0.87,,0.9,0.31
lc2133,fallback,leetcode.hash-maps,0.67,,0.94,0.04
lc2134,fallback,leetcode.sliding-window,0.96,,0.92,0.05
lc2135,fallback,leetcode.bit-manipulation,0.89,leetcode.hash-maps,0.94,0.03
lc2136,fallback,leetcode.greedy,0.97,,0.91,0.22
lc2137,fallback,leetcode.binary-search,0.95,,0.92,0.04
lc2138,fallback,leetcode.arrays-strings,0.94,,0.95,0.03
lc2139,fallback,leetcode.greedy,0.75,leetcode.recursion,0.96,0.03
lc2140,fallback,leetcode.dp-1d,0.95,leetcode.recursion,0.95,0.06
lc2141,fallback,leetcode.binary-search,0.95,,0.92,0.05
lc2143,fallback,leetcode.dp-1d,0.56,,0.91,0.03
lc2144,fallback,leetcode.greedy,0.96,,0.95,0.04
lc2145,fallback,leetcode.prefix-sums,0.77,,0.92,0.03
lc2146,fallback,leetcode.graphs,0.74,,0.93,0.08
lc2147,fallback,leetcode.dp-1d,0.87,leetcode.recursion,0.91,0.28
lc2148,fallback,leetcode.arrays-strings,0.62,,0.95,0.02
lc2149,core,leetcode.arrays-strings,0.83,,0.96,0.03
lc2150,fallback,leetcode.hash-maps,0.98,,0.95,0.03
lc2151,fallback,leetcode.bit-manipulation,0.72,leetcode.subsets,0.67,0.05
lc2152,fallback,leetcode.recursion,0.54,,0.9,0.09
lc2154,fallback,leetcode.hash-maps,0.81,,0.96,0.02
lc2155,fallback,leetcode.arrays-strings,0.84,leetcode.prefix-sums,0.94,0.04
lc2156,fallback,leetcode.sliding-window,0.53,,0.93,0.03
lc2157,fallback,leetcode.union-find,0.96,,0.92,0.03
lc2158,fallback,leetcode.recursion,0.15,,0.91,0.09
lc2160,fallback,leetcode.greedy,0.91,,0.93,0.03
lc2161,fallback,leetcode.arrays-strings,0.81,,0.94,0.03
lc2162,fallback,leetcode.arrays-strings,0.34,,0.93,0.06
lc2163,fallback,leetcode.top-k-elements,0.88,leetcode.two-heaps,0.91,0.04
lc2164,fallback,leetcode.arrays-strings,0.16,,0.96,0.03
lc2165,fallback,leetcode.greedy,0.83,,0.92,0.03
lc2167,fallback,leetcode.dp-1d,0.87,,0.95,0.04
lc2168,fallback,leetcode.prefix-sums,0.72,,0.92,0.03
lc2169,fallback,leetcode.math,0.18,,0.96,0.03
